Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Choice,Reaction_Time,First_Stim,Condition
Human,115,5,1,69,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.421,High_Tone,2
Human,115,5,1,70,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.357,Low_Tone,2
Human,115,5,1,71,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.418,High_Tone,2
Human,115,5,1,72,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.361,High_Tone,2
Human,115,5,1,73,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.034,Low_Tone,2
Human,115,5,1,74,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.798,Low_Tone,2
Human,115,5,1,75,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.552,High_Tone,2
Human,115,5,1,76,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.515,Low_Tone,2
Human,115,5,1,77,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.24,Low_Tone,2
Human,115,5,1,78,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.247,Low_Tone,2
Human,115,5,1,79,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.074,High_Tone,2
Human,115,5,1,80,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.185,Low_Tone,2
Human,115,5,1,81,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.288,High_Tone,2
Human,115,5,1,82,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.358,High_Tone,2
Human,115,5,1,83,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.072,High_Tone,2
Human,115,5,1,84,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.94,Low_Tone,2
Human,115,5,1,85,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.104,Low_Tone,3
Human,115,5,1,86,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.103,High_Tone,3
Human,115,5,1,87,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.023,High_Tone,3
Human,115,5,1,88,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,2.494,High_Tone,3
Human,115,5,1,89,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.497,Low_Tone,3
Human,115,5,1,90,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.377,Low_Tone,3
Human,115,5,1,91,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.523,High_Tone,3
Human,115,5,1,92,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.63,Low_Tone,3
Human,115,5,1,93,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.101,Low_Tone,3
Human,115,5,1,94,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.878,High_Tone,3
Human,115,5,1,95,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.329,Low_Tone,3
Human,115,5,1,96,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.298,Low_Tone,3
Human,115,5,1,97,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.247,High_Tone,3
Human,115,5,1,98,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.285,Low_Tone,3
Human,115,5,1,99,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.094,High_Tone,3
Human,115,5,1,100,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,2.135,High_Tone,3
Human,115,5,1,101,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.089,Low_Tone,3
Human,115,5,1,102,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.527,Low_Tone,3
Human,115,5,1,103,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.882,Low_Tone,3
Human,115,5,1,104,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.215,High_Tone,3
Human,115,5,1,105,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.334,High_Tone,3
Human,115,5,1,106,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.18,Low_Tone,3
Human,115,5,1,107,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.256,Low_Tone,3
Human,115,5,1,108,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.694,High_Tone,3
Human,115,5,1,109,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.475,High_Tone,3
Human,115,5,1,110,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.225,High_Tone,3
Human,115,5,1,111,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.118,High_Tone,3
Human,115,5,1,112,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.797,High_Tone,3
Human,115,5,1,113,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.754,Low_Tone,3
Human,115,5,1,114,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.303,High_Tone,3
Human,115,5,1,115,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.249,Low_Tone,3
Human,115,5,1,116,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.362,Low_Tone,3
Human,115,5,1,117,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.572,Low_Tone,3
Human,115,5,1,118,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.361,High_Tone,3
Human,115,5,1,119,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.281,High_Tone,3
Human,115,5,1,120,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.271,High_Tone,3
Human,115,5,1,121,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.272,Low_Tone,3
Human,115,5,1,122,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.813,Low_Tone,3
Human,115,5,1,123,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.137,Low_Tone,3
Human,115,5,1,124,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.708,High_Tone,3
Human,115,5,1,125,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.297,High_Tone,3
Human,115,5,1,126,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,1.037,Low_Tone,3
Human,115,5,1,127,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.518,Low_Tone,1
Human,115,5,1,128,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.793,High_Tone,1
Human,115,5,1,129,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.557,High_Tone,1
Human,115,5,1,130,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.366,Low_Tone,1
Human,115,5,1,131,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.123,Low_Tone,1
Human,115,5,1,132,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.529,High_Tone,1
Human,115,5,1,133,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.113,Low_Tone,1
Human,115,5,1,134,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.308,Low_Tone,1
Human,115,5,1,135,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.354,High_Tone,1
Human,115,5,1,136,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.289,High_Tone,1
Human,115,5,1,137,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,1.763,High_Tone,1
Human,115,5,1,138,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.169,High_Tone,1
Human,115,5,1,139,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.3,High_Tone,1
Human,115,5,1,140,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.313,High_Tone,1
Human,115,5,1,141,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.551,Low_Tone,1
Human,115,5,1,142,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.059,High_Tone,1
Human,115,5,1,143,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.285,Low_Tone,1
Human,115,5,1,144,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.452,High_Tone,1
Human,115,5,1,145,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.059,Low_Tone,1
Human,115,5,1,146,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.282,High_Tone,1
Human,115,5,1,147,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.034,High_Tone,1
Human,115,5,1,148,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.539,Low_Tone,1
Human,115,5,1,149,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.241,High_Tone,1
Human,115,5,1,150,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.009,Low_Tone,1
Human,115,5,1,151,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.358,Low_Tone,1
Human,115,5,1,152,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.298,Low_Tone,1
Human,115,5,1,153,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.401,High_Tone,1
Human,115,5,1,154,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.281,Low_Tone,1
Human,115,5,1,155,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,1.328,High_Tone,1
Human,115,5,1,156,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.093,High_Tone,1
Human,115,5,1,157,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.93,High_Tone,1
Human,115,5,1,158,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.266,Low_Tone,1
Human,115,5,1,159,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.588,High_Tone,1
Human,115,5,1,160,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.269,Low_Tone,1
Human,115,5,1,161,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.466,Low_Tone,1
Human,115,5,1,162,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.288,Low_Tone,1
Human,115,5,1,163,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.06,High_Tone,1
Human,115,5,1,164,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.259,Low_Tone,1
Human,115,5,1,165,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.137,Low_Tone,1
Human,115,5,1,166,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.117,Low_Tone,1
Human,115,5,1,167,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.626,Low_Tone,1
Human,115,5,1,168,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.223,High_Tone,1
Human,115,5,1,169,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.072,High_Tone,3
Human,115,5,1,170,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.164,Low_Tone,3
Human,115,5,1,171,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.031,Low_Tone,3
Human,115,5,1,172,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.711,Low_Tone,3
Human,115,5,1,173,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.933,Low_Tone,3
Human,115,5,1,174,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.479,Low_Tone,3
Human,115,5,1,175,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.883,Low_Tone,3
Human,115,5,1,176,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.46,High_Tone,3
Human,115,5,1,177,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,1.256,Low_Tone,3
Human,115,5,1,178,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,1.509,Low_Tone,3
Human,115,5,1,179,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.753,High_Tone,3
Human,115,5,1,180,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.414,Low_Tone,3
Human,115,5,1,181,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.326,Low_Tone,3
Human,115,5,1,182,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.414,High_Tone,3
Human,115,5,1,183,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.624,High_Tone,3
Human,115,5,1,184,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.593,Low_Tone,3
Human,115,5,1,185,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.294,High_Tone,3
Human,115,5,1,186,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.532,Low_Tone,3
Human,115,5,1,187,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.017,High_Tone,3
Human,115,5,1,188,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.12,High_Tone,3
Human,115,5,1,189,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.393,High_Tone,3
Human,115,5,1,190,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.587,Low_Tone,3
Human,115,5,1,191,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.683,High_Tone,3
Human,115,5,1,192,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.059,Low_Tone,3
Human,115,5,1,193,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.841,High_Tone,3
Human,115,5,1,194,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.112,Low_Tone,3
Human,115,5,1,195,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.925,Low_Tone,3
Human,115,5,1,196,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.295,High_Tone,3
Human,115,5,1,197,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.264,Low_Tone,3
Human,115,5,1,198,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.275,High_Tone,3
Human,115,5,1,199,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.075,Low_Tone,3
Human,115,5,1,200,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.118,High_Tone,3
Human,115,5,1,201,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.502,High_Tone,3
Human,115,5,1,202,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.07,Low_Tone,3
Human,115,5,1,203,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.866,High_Tone,3
Human,115,5,1,204,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.406,Low_Tone,3
Human,115,5,1,205,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.414,Low_Tone,3
Human,115,5,1,206,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,1.548,High_Tone,3
Human,115,5,1,207,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.808,High_Tone,3
Human,115,5,1,208,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.679,High_Tone,3
Human,115,5,1,209,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.487,High_Tone,3
Human,115,5,1,210,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,1.47,High_Tone,3
Human,115,5,1,211,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.408,Low_Tone,2
Human,115,5,1,212,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.613,Low_Tone,2
Human,115,5,1,213,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.287,High_Tone,2
Human,115,5,1,214,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.32,High_Tone,2
Human,115,5,1,215,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.978,High_Tone,2
Human,115,5,1,216,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.6,Low_Tone,2
Human,115,5,1,217,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.111,Low_Tone,2
Human,115,5,1,218,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.04,High_Tone,2
Human,115,5,1,219,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.219,Low_Tone,2
Human,115,5,1,220,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.058,High_Tone,2
Human,115,5,1,221,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.119,High_Tone,2
Human,115,5,1,222,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.381,Low_Tone,2
Human,115,5,1,223,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.199,High_Tone,2
Human,115,5,1,224,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.254,Low_Tone,2
Human,115,5,1,225,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.038,Low_Tone,2
Human,115,5,1,226,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.259,High_Tone,2
Human,115,5,1,227,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.371,Low_Tone,2
Human,115,5,1,228,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.239,Low_Tone,2
Human,115,5,1,229,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.036,High_Tone,2
Human,115,5,1,230,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.423,High_Tone,2
Human,115,5,1,231,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.342,High_Tone,2
Human,115,5,1,232,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.149,High_Tone,2
Human,115,5,1,233,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.673,High_Tone,2
Human,115,5,1,234,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.863,Low_Tone,2
Human,115,5,1,235,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.001,Low_Tone,2
Human,115,5,1,236,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.187,High_Tone,2
Human,115,5,1,237,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.979,Low_Tone,2
Human,115,5,1,238,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.641,Low_Tone,2
Human,115,5,1,239,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.272,High_Tone,2
Human,115,5,1,240,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.025,Low_Tone,2
Human,115,5,1,241,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.228,Low_Tone,2
Human,115,5,1,242,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,1.34,High_Tone,2
Human,115,5,1,243,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.671,Low_Tone,2
Human,115,5,1,244,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.819,High_Tone,2
Human,115,5,1,245,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.847,High_Tone,2
Human,115,5,1,246,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.246,Low_Tone,2
Human,115,5,1,247,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,2,0.862,High_Tone,2
Human,115,5,1,248,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.292,Low_Tone,2
Human,115,5,1,249,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.556,Low_Tone,2
Human,115,5,1,250,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.244,High_Tone,2
Human,115,5,1,251,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.358,Low_Tone,2
Human,115,5,1,252,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.331,High_Tone,2
Human,116,6,1,1,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.324,High_Tone,2
Human,116,6,1,2,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.094,Low_Tone,2
Human,116,6,1,3,Auditory,TOJ,Adaptive,Duration,0.071,Auditory,0.5,Auditory,0.429,1,0.314,Low_Tone,2
Human,116,6,1,4,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.549,High_Tone,2
Human,116,6,1,5,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.052,High_Tone,2
Human,116,6,1,6,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,1.31,High_Tone,2
Human,116,6,1,7,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.431,High_Tone,2
Human,116,6,1,8,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.062,High_Tone,2
Human,116,6,1,9,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.034,Low_Tone,2
Human,116,6,1,10,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.093,High_Tone,2
Human,116,6,1,11,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.151,High_Tone,2
Human,116,6,1,12,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.094,Low_Tone,2
Human,116,6,1,13,Auditory,TOJ,Adaptive,Duration,0.071,Auditory,0.5,Auditory,0.429,1,0.096,Low_Tone,2
Human,116,6,1,14,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,1.424,Low_Tone,2
Human,116,6,1,15,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.296,Low_Tone,2
Human,116,6,1,16,Auditory,TOJ,Adaptive,Duration,0.119,Auditory,0.5,Auditory,0.381,1,0.402,High_Tone,2
Human,116,6,1,17,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,2.519,High_Tone,2
Human,116,6,1,18,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.249,Low_Tone,2
Human,116,6,1,19,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.044,Low_Tone,2
Human,116,6,1,20,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.5,Auditory,0.405,1,0.492,Low_Tone,2
Human,116,6,1,21,Auditory,TOJ,Adaptive,Duration,0.071,Auditory,0.5,Auditory,0.429,1,0.407,Low_Tone,2
